Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
5406,561993,AEP      ,BRKR CLOVERD2 345 KV  CLOVERD2 R2           CB  ,15-APR-2016,0830,22-MAY-2016,1600,O,                           
5406,561993,AEP      ,LINE CLOVERD2 500 KV  CLOVERDA-LEXINGTO 500KV   ,15-APR-2016,0830,22-MAY-2016,1600,O,                           
5407,578867,COMED    ,XFMR 11 FISK  138 KV  11 FISK  38TR72 12        ,17-APR-2016,1200,23-APR-2016,1200,O, Received 10/27/2014 13:24 
5407,578867,COMED    ,BRKR 11 FISK  12 KV   11 FISK  12TR72 B16 CB    ,17-APR-2016,1200,23-APR-2016,1200,O,Continuous                
5407,578867,COMED    ,BRKR 11 FISK  12 KV   11 FISK  12TR72 B15 CB    ,17-APR-2016,1200,23-APR-2016,1200,O,Inspection/Maintenance    
5407,578867,COMED    ,BRKR 11 FISK  138 KV  11 FISK  38BT6-7 CB       ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,BRKR 11 FISK  138 KV  11 FISK  38BT7-8 CB       ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,BRKR 11 FISK  138 KV  11 FISK  38TR72 M         ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,SD   11 FISK  12 KV   11 FISK  12LTR72B15Z1     ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,SD   11 FISK  12 KV   11 FISK  12LTR72B16Z2     ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,CAP  11 FISK  138 KV  11 FISK  CAP C1   CAP     ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,CAP  11 FISK  138 KV  11 FISK  CAP C2   CAP     ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,BRKR 11 FISK  138 KV  11 FISK  38C1CB       CB  ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5407,578867,COMED    ,BRKR 11 FISK  138 KV  11 FISK  38C2CB       CB  ,17-APR-2016,1200,23-APR-2016,1200,O,                           
5408,578872,COMED    ,XFMR 12 DRESD 138 KV  12 DRESDEN  38TR81 CT     ,18-APR-2016,0100,20-APR-2016,2200,O, Received 10/27/2014 13:24 
5408,578872,COMED    ,XFMR 12 DRESD 345 KV  12 DRESDEN  45TR81 CT     ,18-APR-2016,0100,20-APR-2016,2200,O,Continuous                
5408,578872,COMED    ,BRKR 12 DRESD 138 KV  12 DRESDE 38BT3-4 CB      ,18-APR-2016,0100,20-APR-2016,2200,O,Inspection/Maintenance    
5408,578872,COMED    ,BRKR 12 DRESD 138 KV  12 DRESDE 38L1207 CB      ,18-APR-2016,0100,20-APR-2016,2200,O,                           
5408,578872,COMED    ,BRKR 12 DRESD 138 KV  12 DRESDE 38TR10 M        ,18-APR-2016,0100,20-APR-2016,2200,O,                           
5408,578872,COMED    ,BRKR 12 DRESD 138 KV  12 DRESDE 38TR81 CB       ,18-APR-2016,0100,20-APR-2016,2200,O,                           
5408,578872,COMED    ,BRKR 12 DRESD 345 KV  12 DRESDE 45BT6-7 CB      ,18-APR-2016,0100,18-APR-2016,0600,O,                           
5408,578872,COMED    ,BRKR 12 DRESD 345 KV  12 DRESDE 45TR81 M        ,18-APR-2016,0100,20-APR-2016,2200,O,                           
5408,578872,COMED    ,LINE 12 DRESD 138 KV  12 DRESD-1207     1207 1  ,18-APR-2016,0100,20-APR-2016,2200,O,                           
5408,578872,COMED    ,BRKR 12 DRESD 345 KV  12 DRESD BT1-7 CB     CB  ,18-APR-2016,0100,18-APR-2016,0600,O,                           
5409,578863,COMED    ,XFMR 51 MC CO 138 KV  51 MC COOK  38TR84 CT     ,18-APR-2016,0200,23-APR-2016,1200,O, Received 10/27/2014 15:33 
5409,578863,COMED    ,XFMR 51 MC CO 345 KV  51 MC COOK  45TR84 CT     ,18-APR-2016,0200,23-APR-2016,1200,O,Continuous                
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C1TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,Inspection/Maintenance    
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C2TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C3TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C4TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C5TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,CAP  51 MC CO 34.5 KV 51 MC COOK  34C6TR84      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 108 LOCK 345 KV  108 LOCKP 45BT11-12 CB    ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 108 LOCK 345 KV  108 LOCKP 45BT7-12 CB     ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 138 KV  51 MC COO 38BT3-4 CB      ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 138 KV  51 MC COO 38L5107 CB      ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 138 KV  51 MC COO 38L5103 CB      ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 138 KV  51 MC COO 38TR79 M        ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 138 KV  51 MC COO 38TR84 CB       ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 345 KV  51 MC COO 45BT2-6 CB      ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,BRKR 51 MC CO 345 KV  51 MC COO 45TR84 M        ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5409,578863,COMED    ,LINE 51 MC CO 138 KV  51 MC CO-5103     5103 1  ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,LINE 51 MC CO 138 KV  51 MC CO-192 RIDG 5107    ,18-APR-2016,0200,20-APR-2016,1200,O,                           
5409,578863,COMED    ,LINE 51 MC CO 345 KV  51 MC CO-108 LOCK 10803   ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5410,578870,COMED    ,XFMR 101 ITAS 138 KV  101 ITASCA  38TR81 CT     ,18-APR-2016,0200,23-APR-2016,1200,O, Received 10/27/2014 15:35 
5410,578870,COMED    ,XFMR 101 ITAS 345 KV  101 ITASCA  45TR81 CT     ,18-APR-2016,0200,23-APR-2016,1200,O,Continuous                
5410,578870,COMED    ,BRKR 101 ITAS 138 KV  101 ITASC 38TR81 CB       ,18-APR-2016,0200,23-APR-2016,1200,O,Inspection/Maintenance    
5410,578870,COMED    ,BRKR 101 ITAS 345 KV  101 ITASC 45L10111 CB     ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5410,578870,COMED    ,BRKR 101 ITAS 345 KV  101 ITASC 45TR81 M        ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5410,578870,COMED    ,BRKR 120 LOMB 345 KV  120 LOMBA 45L12001 CB     ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5410,578870,COMED    ,LINE 101 ITAS 345 KV  101 ITAS-120 LOMB 12001   ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5410,578870,COMED    ,LINE 46 DESPL 345 KV  46 DESPL-101 ITAS 10111 1 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5411,578902,COMED    ,BRKR 129 NILE 138 KV  129 NILES 38L8801 CS      ,18-APR-2016,0200,23-APR-2016,1200,O, Received 10/27/2014 13:24 
5411,578902,COMED    ,BRKR 172 GOLF 138 KV  172 GOLFM 38L8801 CB      ,18-APR-2016,0200,23-APR-2016,1200,O,Continuous                
5411,578902,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8801 CB      ,18-APR-2016,0200,23-APR-2016,1200,O,Inspection/Maintenance    
5411,578902,COMED    ,LINE 88 SKOKI 138 KV  88 SKOKI-8801     8801 2  ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5411,578902,COMED    ,LINE 8801     138 KV  8801    -172 GOLF 8801 1  ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5411,578902,COMED    ,LINE 8801     138 KV  8801    -129 NILE 8801 3  ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5411,578902,COMED    ,BRKR 129 NILE 138 KV  129 NILES 38BT3-4 CS      ,18-APR-2016,0200,23-APR-2016,1200,C,                           
5412,578903,COMED    ,BRKR 159 NORT 138 KV  159 NORTH 38L8805 CB      ,18-APR-2016,0200,23-APR-2016,1200,O, Received 10/27/2014 13:24 
5412,578903,COMED    ,BRKR 258 ELMW 138 KV  258 ELMWO 38L8805 CS      ,18-APR-2016,0200,23-APR-2016,1200,O,Continuous                
5412,578903,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8805 CB      ,18-APR-2016,0200,23-APR-2016,1200,O,Inspection/Maintenance    
5412,578903,COMED    ,BRKR C434     138 KV  C434 ESS 38L8805 CS       ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5412,578903,COMED    ,LINE 88 SKOKI 138 KV  88 SKOKI-8805     8805 1  ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5412,578903,COMED    ,LINE 8805     138 KV  8805    -159 NORT 8805 2  ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5412,578903,COMED    ,LINE 8805     138 KV  8805    -258 ELMW 8805 Z1 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5412,578903,COMED    ,LINE 8805     138 KV  8805    -C434     8805 Z2 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5412,578903,COMED    ,BRKR 258 ELMW 138 KV  258 ELMWO 38L8806 CS      ,18-APR-2016,0200,23-APR-2016,1200,C,                           
5413,578913,COMED    ,BRKR 109 APTA 138 KV  109 APTAK 38L11708 CS     ,18-APR-2016,0200,23-APR-2016,1200,O, Received 10/27/2014 13:24 
5413,578913,COMED    ,BRKR 154 LIBE 138 KV  154 LIBER 38BT3-4 CB      ,18-APR-2016,0200,23-APR-2016,1200,O,Continuous                
5413,578913,COMED    ,BRKR 166 LEIT 138 KV  166 LEITH 38L11708 CS     ,18-APR-2016,0200,23-APR-2016,1200,O,Inspection/Maintenance    
5413,578913,COMED    ,BRKR 248 LK Z 138 KV  248 LK ZU 38L11708 CS     ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,LINE 11708    138 KV  11708   -166 LEIT 11708 7 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,LINE 11708    138 KV  11708   -109 APTA 11708 8 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,LINE 11708    138 KV  11708   -248 LK Z 11708 9 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,LINE 154 LIBE 138 KV  154 LIBE-11708    11708 1 ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,LINE 11708    138 KV  11708-109 APTA 11708 Z1   ,18-APR-2016,0200,23-APR-2016,1200,O,                           
5413,578913,COMED    ,BRKR 109 APTA 138 KV  109 APTAK 38BT2-3 CS      ,18-APR-2016,0200,23-APR-2016,1200,C,                           
5413,578913,COMED    ,BRKR 166 LEIT 138 KV  166 LEITH 38BT2-3 CS      ,18-APR-2016,0200,23-APR-2016,1200,C,                           
5413,578913,COMED    ,BRKR 248 LK Z 138 KV  248 LK ZU 38BT2-3 CS      ,18-APR-2016,0200,23-APR-2016,1200,C,                           
5414,576514,BC       ,BRKR GRACETON 230 KV  GRACETON 2323/2304 GCB    ,18-APR-2016,0500,22-APR-2016,2000,O, Received 10/01/2014 15:59 
5414,576514,BC       ,BRKR GRACETON 230 KV  GRACETON 2303/2304 OCB    ,18-APR-2016,0500,22-APR-2016,2000,O,Daily - No Weekends       
5414,576514,BC       ,BRKR BAGLEY   230 KV  BAGLEY   SW2304       CB  ,18-APR-2016,0500,22-APR-2016,2000,O,New Construction          
5414,576514,BC       ,LINE BAGLEY   230 KV  BAGLEY - GRACETON 2304    ,18-APR-2016,0500,22-APR-2016,2000,O,                           
5414,576514,BC       ,BRKR GRACETON 230 KV  GRACETON DUM4  DIS        ,18-APR-2016,0500,22-APR-2016,2000,O,                           
5415,578905,COMED    ,XFMR 88 SKOKI 138 KV  88 SKOKIE  38TR82 CT      ,18-APR-2016,0500,20-APR-2016,1200,O, Received 10/27/2014 15:37 
5415,578905,COMED    ,XFMR 88 SKOKI 345 KV  88 SKOKIE  45TR82 CT      ,18-APR-2016,0500,20-APR-2016,1200,O,Continuous                
5415,578905,COMED    ,BRKR 172 GOLF 345 KV  172 GOLFM 45BT3-4 CB      ,18-APR-2016,0500,18-APR-2016,0700,O,Inspection/Maintenance    
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38BT1-2 CB      ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38BT2-3 CB      ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L11416 CB     ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8805 CB      ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38TR72 M        ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38TR77 M        ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38TR82 CB       ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 345 KV  88 SKOKIE 45BT1-2 CB      ,18-APR-2016,0500,18-APR-2016,0700,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 345 KV  88 SKOKIE 45BT2-3 CB      ,18-APR-2016,0500,18-APR-2016,0700,O,                           
5415,578905,COMED    ,BRKR 88 SKOKI 345 KV  88 SKOKIE 45TR82 M        ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,LINE 11416    138 KV  11416   -88 SKOKI 11416 3 ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,LINE 88 SKOKI 138 KV  88 SKOKI-8805     8805 1  ,18-APR-2016,0500,20-APR-2016,1200,O,                           
5415,578905,COMED    ,LINE 88 SKOKI 345 KV  88 SKOKI-172 GOLF 8824    ,18-APR-2016,0500,18-APR-2016,0700,O,                           
5416,581780,COMED    ,XFMR 156 CHER 138 KV  156 CHERRY  38TR83 CT     ,18-APR-2016,0600,13-MAY-2016,1900,O, Received 11/21/2014 13:30 
5416,581780,COMED    ,XFMR 156 CHER 345 KV  156 CHERRY  45TR83 CT     ,18-APR-2016,0600,13-MAY-2016,1900,O,Continuous                
5416,581780,COMED    ,BRKR 138 SILV 345 KV  138 SILVE 45L15616 M      ,30-APR-2016,0600,13-MAY-2016,1900,O,Cut-in                    
5416,581780,COMED    ,BRKR 156 CHER 138 KV  156 CHERR 38TR83 CB       ,18-APR-2016,0600,13-MAY-2016,1900,O,                           
5416,581780,COMED    ,BRKR 156 CHER 345 KV  156 CHERR 45BT10-11 CB    ,18-APR-2016,0600,13-MAY-2016,1900,O,                           
5416,581780,COMED    ,BRKR 156 CHER 345 KV  156 CHERR 45BT5-6 CB      ,30-APR-2016,0600,13-MAY-2016,1900,O,                           
5416,581780,COMED    ,BRKR 156 CHER 345 KV  156 CHERR 45BT6-10 CB     ,18-APR-2016,0600,13-MAY-2016,1900,O,                           
5416,581780,COMED    ,LINE 138 SILV 345 KV  138 SILV-156 CHER 15616   ,30-APR-2016,0600,13-MAY-2016,1900,O,                           
5417,564793,DPL      ,BRKR FRUITLAN 69 KV   FRUITLAN 7500          CB ,18-APR-2016,0700,17-MAY-2016,1700,O, Received 02/17/2015 14:33 
5417,564793,DPL      ,LINE FRUITLAN 69 KV   FRUITLAN-LORETTO 6711     ,18-APR-2016,0700,17-MAY-2016,1700,O,Continuous                
5417,564793,DPL      ,BRKR LORETTO  69 KV   LORETTO 6711-44 DIS       ,18-APR-2016,0700,17-MAY-2016,1700,O,Repair/Replace Conductor  
5418,568355,PE       ,BRKR BRADFORD 230 KV  BRADFORD CTVS1 CB         ,18-APR-2016,0700,22-APR-2016,1500,O, Received 07/15/2014 12:22 
5418,568355,         ,                                                ,           ,    ,           ,    , ,Continuous                
5418,568355,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
5419,568357,PE       ,XFMR CHICHEST 138 KV  CHICHEST 7TR  XFORMER     ,18-APR-2016,0700,22-APR-2016,1500,O, Received 07/15/2014 12:30 
5419,568357,PE       ,BRKR CHICHEST 69 KV   CHICHEST 175 CB           ,18-APR-2016,0700,22-APR-2016,1500,O,Continuous                
5419,568357,PE       ,BRKR CHICHEST 138 KV  CHICHEST 785 CB       CB  ,18-APR-2016,0700,22-APR-2016,1500,O,Inspection/Maintenance    
5419,568357,PE       ,BRKR CHICHEST 138 KV  CHICHEST 775 CB           ,18-APR-2016,0700,22-APR-2016,1500,O,                           
5419,568357,PE       ,XFMR CHICHEST 230 KV  CHICHEST 9A       XFORMER ,18-APR-2016,0700,22-APR-2016,1500,O,                           
5419,568357,PE       ,XFMR CHICHEST 230 KV  CHICHEST 9B       XFORMER ,18-APR-2016,0700,22-APR-2016,1500,O,                           
5419,568357,PE       ,BRKR CHICHEST 138 KV  CHICHEST 795CB        CB  ,18-APR-2016,0700,22-APR-2016,1500,O,                           
5419,568357,PE       ,BRKR CHICHEST 230 KV  CHICHEST 195CB        CB  ,18-APR-2016,0700,22-APR-2016,1500,O,                           
5420,587850,DUQU     ,BRKR BEAV DUQ 138 KV  BEAV DUQ JLMIDLAN     CB  ,18-APR-2016,0700,20-MAY-2016,1700,O, Received 01/28/2015 15:44 
5420,587850,DUQU     ,BRKR JLMIDLAN 138 KV  JLMIDLAN BEAV CB      CB  ,18-APR-2016,0700,20-MAY-2016,1700,O,Continuous                
5420,587850,DUQU     ,LINE BEAV DUQ 138 KV  BEAV DUQ-JLMIDLAN Z-33    ,18-APR-2016,0700,20-MAY-2016,1700,O,C.B. Replacement          
5421,593250,PE       ,XFMR EMILIE   230 KV  EMILIE 8TR  XFORMER       ,18-APR-2016,0700,01-MAY-2016,1800,O, Received 03/18/2015 13:10 
5421,593250,PE       ,BRKR EMILIE   138 KV  EMILIE   150 CB           ,18-APR-2016,0700,01-MAY-2016,1800,O,Continuous                
5421,593250,PE       ,BRKR EMILIE   138 KV  EMILIE   140 CB           ,18-APR-2016,0700,01-MAY-2016,1800,O,New Construction          
5421,593250,PE       ,BRKR EMILIE   138 KV  EMILIE   180 CB           ,18-APR-2016,0700,01-MAY-2016,1800,O,Cut-in                    
5421,593250,PE       ,BRKR EMILIE   138 KV  EMILIE   190 CB           ,18-APR-2016,0700,01-MAY-2016,1800,O,                           
5421,593250,PE       ,BRKR EMILIE   230 KV  EMILIE   887 DIS          ,18-APR-2016,0700,01-MAY-2016,1800,O,                           
5421,593250,PE       ,BRKR ROLL PE  138 KV  ROLL PE  120 CB           ,18-APR-2016,0700,01-MAY-2016,1800,O,                           
5421,593250,PE       ,LINE EMILIE   138 KV  EMILIE-ROLL PE 130-39     ,18-APR-2016,0700,01-MAY-2016,1800,O,                           
5422,569043,AEP      ,LINE DEQUINE  345 KV  DEQUINE-WESTWD TIE        ,18-APR-2016,0800,27-MAY-2016,1600,O, Received 01/29/2015 16:04 
5422,569043,AEP      ,BRKR DEQUINE  345 KV  DEQUINE  B1           CB  ,18-APR-2016,0800,27-MAY-2016,1600,O,Continuous                
5422,569043,AEP      ,BRKR DEQUINE  345 KV  DEQUINE  W            DIS ,18-APR-2016,0800,27-MAY-2016,1600,O,Cut-in                    
5422,569043,AEP      ,BRKR DEQUINE  345 KV  DEQUINE  C1           CB  ,18-APR-2016,0800,27-MAY-2016,1600,O,New Construction          
5423,573529,AEP      ,BRKR CANTONCE 345 KV  CANTONCE K            CB  ,18-APR-2016,0800,27-MAY-2016,1600,O, Received 09/02/2014 11:37 
5423,573529,AEP      ,BRKR TIDD_AEP 345 KV  TIDD_AEP 345KV AA     CB  ,18-APR-2016,0800,27-MAY-2016,1600,O,Continuous                
5423,573529,AEP      ,BRKR TIDD_AEP 345 KV  TIDD_AEP AA1          CB  ,18-APR-2016,0800,27-MAY-2016,1600,O,New Construction          
5423,573529,AEP      ,LINE CANTONCE 345 KV  CANTONCE-TIDD_AEP         ,18-APR-2016,0800,27-MAY-2016,1600,O,                           
5423,573529,AEP      ,BRKR CANTONCE 345 KV  CANTONCE K2           CB  ,18-APR-2016,0800,27-MAY-2016,1600,O,                           
5424,588396,FECL     ,XFMR INLAND   345 KV  INLAND   4        XFORMER ,18-APR-2016,0800,01-JUN-2016,1600,O, Received 02/02/2015 13:59 
5424,588396,FECL     ,BRKR HARDING2 345 KV  HARDING2 S356_TIE         ,18-APR-2016,0800,01-JUN-2016,1600,O,Continuous                
5424,588396,FECL     ,BRKR HARDING2 345 KV  HARDING2 S367_TIE         ,18-APR-2016,0800,01-JUN-2016,1600,O,Other                     
5424,588396,FECL     ,LINE HARDING2 345 KV  S-8-HARDING-INLAND        ,18-APR-2016,0800,01-JUN-2016,1600,O,                           
5424,588396,FECL     ,BRKR INLAND   345 KV  INLAND  345 KV  430  DIS  ,18-APR-2016,0800,01-JUN-2016,1600,O,                           
